ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,"Видимость в каталоге","Краткое описание",Описание,"Дата начала действия продажной цены","Дата окончания действия продажной цены","Статус налога","Налоговый класс","В наличии?",Запасы,"Величина малых запасов","Возможен ли предзаказ?","Продано индивидуально?","Вес (kg)","Длина (mm)","Ширина (mm)","Высота (mm)","Разрешить отзывы от клиентов?","Примечание к покупке","Цена распродажи","Базовая цена",Категории,Метки,"Класс доставки",Изображения,"Лимит загрузок","Число дней до просроченной загрузки",Родительский,"Сгруппированные товары",Апсейл,Кросселы,"Внешний URL","Текст кнопки",Позиция,"Имя атрибута 1","Значение(-я) аттрибута(-ов) 1","Видимость атрибута 1","Глобальный атрибут 1","Имя атрибута 2","Значение(-я) аттрибута(-ов) 2","Видимость атрибута 2","Глобальный атрибут 2","Имя атрибута 3","Значение(-я) аттрибута(-ов) 3","Видимость атрибута 3","Глобальный атрибут 3","Имя атрибута 4","Значение(-я) аттрибута(-ов) 4","Видимость атрибута 4","Глобальный атрибут 4","Имя атрибута 5","Значение(-я) аттрибута(-ов) 5","Видимость атрибута 5","Глобальный атрибут 5","Мета: number-meters-packing","Мета: _number-meters-packing","Мета: price-packing","Мета: _price-packing"
607,simple,D3788,"Kronopol Platinium Marine D3788 Дуб Атлантический (Atlantic Oak)",1,0,visible,,"Kronopol Platinium Marine D3788 Дуб Атлантический (Atlantic Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,2287,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_3788_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3788_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3788_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Marine Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.536,field_60d08a32d849c,1490,field_60f553cc93d58
612,simple,,"Плинтус МДФ Kronopol D3788 (2500*85*16)D4579, D4591",1,0,visible,,"Плинтус МДФ Kronopol D3788 (2500*85*16) Подходит для Kronopol D4579, D4591",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_3788_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4579_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Infiiti_4591_3-1.png",,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
614,simple,D3797,"Kronopol Platinium Marine D3793 Дуб Адриатика (Adriatic Oak)",1,0,visible,,"Kronopol Platinium Marine D3793 Дуб Адриатика (Adriatic Oak)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,2287,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_3793_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3793_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_3793_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Marine Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.536,field_60d08a32d849c,1490,field_60f553cc93d58
619,simple,D3793,"Плинтус МДФ Kronopol D3793 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3793 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Marine_3793_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
621,simple,D4563,"Kronopol Platinium Marine D4563 Дуб Каспийский (Oak Kaspijski)",1,0,visible,,"Kronopol Platinium Marine D4563 Дуб Каспийский (Oak Kaspijski)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,2287,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_4563_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_4563_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_4563_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Marine Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.536,field_60d08a32d849c,1490,field_60f553cc93d58
625,simple,,"Плинтус МДФ Kronopol D4563 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4563 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Marine_4563_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
626,simple,D4564,"Kronopol Platinium Marine D4564 Дуб Японский (Oak Japinski)",1,0,visible,,"Kronopol Platinium Marine D4564 Дуб Японский (Oak Japinski)",,,taxable,,1,,,0,0,15,1380,159,10,1,,,2287,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Marine_4564_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_4564_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Marine_4564_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Marine Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.536,field_60d08a32d849c,1490,field_60f553cc93d58
630,simple,,"Плинтус МДФ Kronopol D4564 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D4564 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Marine_4564_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
631,simple,D2048,"Kronopol Platinium Slim D2048 Дуб Барбакан (Dąb Barbakan)",1,0,visible,,"Kronopol Platinium Slim D2048 Дуб Барбакан (Dąb Barbakan)",,,taxable,,1,,,0,0,13,1380,113,10,1,,,1938,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Slim_2048_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_2048_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_2048_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Slim Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,1.248,field_60d08a32d849c,1550,field_60f553cc93d58
636,simple,,"Плинтус МДФ Kronopol D2048 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D2048 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Slim_2048_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
637,simple,43,"Плинтус ПВХ Arbiton Indo 43 (2500*70*26)",1,0,visible,,"<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n<div class=""description"">
\n
\nПлинтус ПВХ Arbiton Indo 43 (2500*70*26)
\n
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>
\n</div>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_43.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
638,simple,D2594,"Kronopol Platinium Slim D2594 Дуб Селтик (Dab Celtycki)",1,0,visible,,"Kronopol Platinium Slim D2594 Дуб Селтик (Dab Celtycki)",,,taxable,,1,,,0,0,13,1380,113,10,1,,,1938,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Slim_2594_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_2594_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_2594_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Slim Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,1.248,field_60d08a32d849c,1550,field_60f553cc93d58
644,simple,,"Плинтус МДФ Kronopol D2594 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D2594 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Slim_2594_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
645,simple,D3035,"Kronopol Platinium Slim D3035 Дуб Гималайский (Dąb Himalajski)",1,0,visible,,"Kronopol Platinium Slim D3035 Дуб Гималайский (Dąb Himalajski)",,,taxable,,1,,,0,0,13,1380,,10,1,,,1938,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Slim_3035_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3035_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3035_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Slim Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,1.248,field_60d08a32d849c,1550,field_60f553cc93d58
650,simple,,"Плинтус МДФ Kronopol D3035 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3035 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Slim_3035_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
651,simple,,"Плинтус ПВХ Arbiton Indo 25 (2500*70*26)",1,0,visible,,"<p class=""product_title entry-title"">Плинтус ПВХ Arbiton Indo 25 (2500*70*26)</p>",,,taxable,,1,,,0,0,,2500,70,26,1,,,290,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Arbiton_Indo_25.jpg,,,,,,,,,0,Материал,ПВХ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,116,field_60f553cc93d58
652,simple,D3523,"Kronopol Platinium Slim D3523 Дуб Сириус (Syriusa Oak)",1,0,visible,,"Kronopol Platinium Slim D3523 Дуб Сириус (Syriusa Oak)",,,taxable,,1,,,0,0,13,1380,113,10,1,,,1938,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Slim_3523_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3523_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3523_3.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Slim Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,1.248,field_60d08a32d849c,1550,field_60f553cc93d58
657,simple,,"Плинтус МДФ Kronopol D3523 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3523 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Slim_3523_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
658,simple,D3789,"Kronopol Platinium Slim D3789 Орех Американский (Orzech Amerykanski)",1,0,visible,,"Kronopol Platinium Slim D3789 Орех Американский (Orzech Amerykanski)",,,taxable,,1,,,0,0,13,1380,113,10,1,,,1938,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Slim_3789_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3789_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3789_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_3789_4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Slim Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,1.248,field_60d08a32d849c,1550,field_60f553cc93d58
663,simple,,"Плинтус МДФ Kronopol D3789 (2500*85*16)",1,0,visible,,"Плинтус МДФ Kronopol D3789 (2500*85*16)",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Slim_3789_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
664,simple,D4402,"Kronopol Platinium Slim D4402 Дуб Фишит (Dąb Fishit)",1,0,visible,,"Kronopol Platinium Slim D4402 Дуб Фишит (Dąb Fishit)",,,taxable,,1,,,0,0,13,1380,113,10,1,,,1938,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Slim_4402_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_4402_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_4402_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Slim_4402_4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Slim Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,1.248,field_60d08a32d849c,1550,field_60f553cc93d58
669,simple,D4573,"Kronopol Aurum Volo Aqua Zero D4573 Oak Stork",1,0,visible,,"Kronopol Aurum Volo Aqua Zero D4573 Oak Stork",,,taxable,,1,,,0,0,16,1380,191,8,1,,,3691,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Volo_4573_5.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4573_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4573_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4573_6.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Volo Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.109,field_60d08a32d849c,1750,field_60f553cc93d58
678,simple,D4574,"Kronopol Aurum Volo Aqua Zero D4574 Oak Eagle",1,0,visible,,"Kronopol Aurum Volo Aqua Zero D4574 Oak Eagle",,,taxable,,1,,,0,0,16,1380,191,8,1,,,3691,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Volo_4574_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4574_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4574_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4574_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Volo Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.109,field_60d08a32d849c,1750,field_60f553cc93d58
683,simple,D4575,"Kronopol Aurum Volo Aqua Zero D4575 Oak Peacock",1,0,visible,,"Kronopol Aurum Volo Aqua Zero D4575 Oak Peacock",,,taxable,,1,,,0,0,16,1380,191,8,1,,,3691,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Volo_4575_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4575_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4575_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4574_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Volo Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.109,field_60d08a32d849c,1750,field_60f553cc93d58
687,simple,D4576,"Kronopol Aurum Volo Aqua Zero D4576 Oak Lark",1,0,visible,,"Kronopol Aurum Volo Aqua Zero D4576 Oak Lark",,,taxable,,1,,,0,0,16,1380,191,8,1,,,3691,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Volo_4576_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4576_5.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4576_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4576_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Volo Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.109,field_60d08a32d849c,1750,field_60f553cc93d58
694,simple,D4577,"Kronopol Aurum Volo Aqua Zero D4577 Oak Hawk",1,0,visible,,"Kronopol Aurum Volo Aqua Zero D4577 Oak Hawk",,,taxable,,1,,,0,0,16,1380,191,8,1,,,3691,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Volo_4577_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4577_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4577_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4577_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Volo Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.109,field_60d08a32d849c,1750,field_60f553cc93d58
699,simple,,"Плинтус МДФ Kronopol D4402 (2500*85*16) D4577, D4531",1,0,visible,,"<div class=""description"">
\n
\nПлинтус МДФ Kronopol D3034 (2500*85*16) Подходит для Kronopol D4573, D4531
\n
\n</div>",,,taxable,,1,,,0,0,,2500,85,16,1,,,879,Плинтус,,,https://kronopol.pro/wp-content/uploads/2021/08/Volo_4577_3.png,,,,,,,,,0,Материал,МДФ,1,1,,,,,,,,,,,,,,,,,2.5,field_60d08a32d849c,351,field_60f553cc93d58
700,simple,D4578,"Kronopol Aurum Volo Aqua Zero D4578 Oak Sparrow",1,0,visible,,"Kronopol Aurum Volo Aqua Zero D4578 Oak Sparrow",,,taxable,,1,,,0,0,16,2500,191,8,1,,,3691,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Volo_4578_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4578_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4578_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Volo_4573_6.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Volo Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",8,1,0,2.109,field_60d08a32d849c,1750,field_60f553cc93d58
714,simple,D4579,"Kronopol Aurum Movie Aqua Zero D4579 Oak Charlie",1,0,visible,,"Kronopol Aurum Movie Aqua Zero D4579 Oak Charlie",,,taxable,,1,,,0,0,17,1380,244,8,1,,,4325,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Movie_4579_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4579_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4579_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4579_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Movie Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Количество в уп-ке, шт",7,1,0,,,,,2.338,field_60d08a32d849c,1850,field_60f553cc93d58
720,simple,D4580,"Kronopol Aurum Movie Aqua Zero D4580 Дуб Вестерн (Oak Western)",1,0,visible,,"Kronopol Aurum Movie Aqua Zero D4580 Дуб Вестерн (Oak Western)",,,taxable,,1,,,0,0,17,1380,244,8,1,,,4325,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Movie_4580_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4580_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4580_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4580_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Movie Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,2.338,field_60d08a32d849c,1850,field_60f553cc93d58
725,simple,D4581,"Kronopol Aurum Movie Aqua Zero D4581 Дуб Голливуд (Oak Hollywood)",1,0,visible,,"Kronopol Aurum Movie Aqua Zero D4581 Дуб Голливуд (Oak Hollywood)",,,taxable,,1,,,0,0,17,1380,244,8,1,,,4325,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Movie_4581_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4581_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4581_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4581_4.png",,,,,,,,,0,Класс,32класс,1,1,Коллекция,"Movie Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,2.338,field_60d08a32d849c,1850,field_60f553cc93d58
730,simple,D4582,"Kronopol Aurum Movie Aqua Zero D4582 Дуб Оскар (Oak Oskr)",1,0,visible,,"Kronopol Aurum Movie Aqua Zero D4582 Дуб Оскар (Oak Oskr)",,,taxable,,1,,,0,0,17,1380,244,8,1,,,4325,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Movie_4582_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4582_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4582_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4582_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Movie Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,2.338,field_60d08a32d849c,1850,field_60f553cc93d58
735,simple,D4583,"Kronopol Aurum Movie Aqua Zero D4583 Дуб Канны (Oak Cannes)",1,0,visible,,"Kronopol Aurum Movie Aqua Zero D4583 Дуб Канны (Oak Cannes)",,,taxable,,1,,,0,0,17,1380,244,8,1,,,4325,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Movie_4583_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4583_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4583_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4583_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Movie Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,2.338,field_60d08a32d849c,1850,field_60f553cc93d58
741,simple,D4584,"Kronopol Aurum Movie Aqua Zero D4584 Oak Antasy",1,0,visible,,"Kronopol Aurum Movie Aqua Zero D4584 Oak Antasy",,,taxable,,1,,,0,0,17,1380,244,8,1,,,4325,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Movie_4584_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4584_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4584_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Movie_4584_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Movie Aurum Aqua Zero",1,1,Толщина,8мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,2.338,field_60d08a32d849c,1850,field_60f553cc93d58
746,simple,D4567,"Kronopol Platinium Zodiak D4567 Oak Capricorn",1,0,visible,,"Kronopol Platinium Zodiak D4567 Oak Capricorn",,,taxable,,1,,,0,0,17,1380,193,10,1,,,2926,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4567_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4567_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4567_3-1.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4567_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Zodiak Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.864,field_60d08a32d849c,1570,field_60f553cc93d58
753,simple,D4568,"Kronopol Platinium Zodiak D4568 Дуб Лео (Oak Leo)",1,0,visible,,"Kronopol Platinium Zodiak D4568 Дуб Лео (Oak Leo)",,,taxable,,1,,,0,0,17,1380,193,10,1,,,2926,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4568_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4568_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4568_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4568_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Zodiak Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.864,field_60d08a32d849c,1570,field_60f553cc93d58
758,simple,D4569,"Kronopol Platinium Zodiak D4569 Дуб Скорпион (Oak Scorpion)",1,0,visible,,"Kronopol Platinium Zodiak D4569 Дуб Скорпион (Oak Scorpion)",,,taxable,,1,,,0,0,17,1380,193,10,1,,,2926,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4569_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4569_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4569_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4569_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Zodiak Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.864,field_60d08a32d849c,1570,field_60f553cc93d58
763,simple,D4570,"Kronopol Platinium Zodiak D4570 Oak Taurus",1,0,visible,,"Kronopol Platinium Zodiak D4570 Oak Taurus",,,taxable,,1,,,0,0,17,1380,193,10,1,,,2926,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4570_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4570_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4570_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4570_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Zodiak Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.864,field_60d08a32d849c,1570,field_60f553cc93d58
768,simple,D4571,"Kronopol Platinium Zodiak D4571 Oak Virgo",1,0,visible,,"Kronopol Platinium Zodiak D4571 Oak Virgo",,,taxable,,1,,,0,0,17,1380,193,10,1,,,2926,Ламинат,,,"https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4571_1.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4571_2.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4571_3.png, https://kronopol.pro/wp-content/uploads/2021/08/Zodiak_4571_4.png",,,,,,,,,0,Класс,33класс,1,1,Коллекция,"Zodiak Platinium",1,1,Толщина,10мм,1,1,"Страна производства",Польша,1,0,"Количество в уп-ке, шт",7,1,0,1.864,field_60d08a32d849c,1570,field_60f553cc93d58
